PB.10001:GPA33	GPA33
PB.150645:ENSG00000277602+RPS2	ENSG00000277602+RPS2
PB.150647:TSC2	TSC2
PB.150656:TRAF7	TRAF7
PB.150659:MLST8	MLST8
PB.150662:E4F1	E4F1
PB.150663:DNASE1L2	DNASE1L2
PB.150668:CCNF	CCNF
PB.150668:MIR3677HG	MIR3677HG
PB.150668:ABCA17P	ABCA17P
PB.150669:TEDC2	TEDC2
PB.150670:TBC1D24	TBC1D24
PB.150670:ATP6V0C	ATP6V0C
PB.150670:ENSG00000260293	ENSG00000260293
PB.150670:ENSG00000279520	ENSG00000279520
PB.150670:ENSG00000260272	ENSG00000260272
PB.150670:AMDHD2	AMDHD2
PB.150670:ATP6V0C+TBC1D24	ATP6V0C+TBC1D24
PB.150673:PKD1	PKD1
PB.150673:ERVK13-1	ERVK13-1
PB.150673:PRSS27	PRSS27
PB.150673:SRRM2-AS1	SRRM2-AS1
PB.150673:PGP	PGP
PB.150673:ECI1	ECI1
PB.150673:ECI1+RNPS1	ECI1+RNPS1
PB.150673:RNPS1	RNPS1
PB.150673:ABCA3	ABCA3
PB.150673:ENSG00000243445	ENSG00000243445
PB.150673:SNHG19	SNHG19
PB.150673:ENSG00000260095	ENSG00000260095
PB.150673:ENSG00000260874	ENSG00000260874
PB.150673:TEDC2-AS1	TEDC2-AS1
PB.150673:CEMP1	CEMP1
PB.150673:BRICD5	BRICD5
PB.150673:ENSG00000261613	ENSG00000261613
PB.150673:ENSG00000260176	ENSG00000260176
PB.150673:ENSG00000261140	ENSG00000261140
PB.150673:BRICD5+PGP	BRICD5+PGP
PB.150673:ENSG00000269937	ENSG00000269937
PB.150673:ENSG00000269937+PDPK2P	ENSG00000269937+PDPK2P
PB.150673:ENSG00000261093	ENSG00000261093
PB.150673:ENSG00000279057	ENSG00000279057
PB.150673:PDPK2P	PDPK2P
PB.150674:ELOB	ELOB
PB.150677:PDPK1	PDPK1
PB.150677:SRRM2	SRRM2
PB.150677:ENSG00000276791	ENSG00000276791
PB.150677:ENSG00000280402	ENSG00000280402
PB.150677:ENSG00000279162	ENSG00000279162
PB.150677:ENSG00000215154	ENSG00000215154
PB.150677:KCTD5	KCTD5
PB.150677:ENSG00000279901	ENSG00000279901
PB.150677:ENSG00000261288	ENSG00000261288
PB.150677:ENSG00000261288+PDPK1	ENSG00000261288+PDPK1
PB.150679:PRSS21	PRSS21
PB.150680:ZG16B	ZG16B
PB.150684:PRSS30P	PRSS30P
PB.150688:PRSS22	PRSS22
PB.150690:ENSG00000263280	ENSG00000263280
PB.150697:FLYWCH2	FLYWCH2
PB.150703:ENSG00000289222	ENSG00000289222
PB.150704:FLYWCH1	FLYWCH1
PB.150705:ENSG00000262482	ENSG00000262482
PB.150708:KREMEN2	KREMEN2
PB.150709:PKMYT1	PKMYT1
PB.150710:PAQR4	PAQR4
PB.150712:ENSG00000274367	ENSG00000274367
PB.150715:ENSG00000272079	ENSG00000272079
PB.150719:CLDN9	CLDN9
PB.150721:HCFC1R1	HCFC1R1
PB.150725:TNFRSF12A	TNFRSF12A
PB.150725:THOC6	THOC6
PB.150725:THOC6+TNFRSF12A	THOC6+TNFRSF12A
PB.150728:MMP25-AS1	MMP25-AS1
PB.150729:MMP25-AS1	MMP25-AS1
PB.150729:ENSG00000262370	ENSG00000262370
PB.150729:ZNF213-AS1	ZNF213-AS1
PB.150729:ENSG00000261889	ENSG00000261889
PB.150729:ZNF200	ZNF200
PB.150729:MEFV	MEFV
PB.150738:TIGD7	TIGD7
PB.150749:MMP25	MMP25
PB.150749:IL32	IL32
PB.150749:ZNF263	ZNF263
PB.150749:ENSG00000279031	ENSG00000279031
PB.150749:ZNF75A	ZNF75A
PB.150749:OR2C1	OR2C1
PB.150749:ENSG00000285329	ENSG00000285329
PB.150749:ZNF174	ZNF174
PB.150749:IL32+MMP25	IL32+MMP25
PB.150749:ENSG00000263011	ENSG00000263011
PB.150749:ZNF205	ZNF205
PB.150749:ZNF213	ZNF213
PB.150749:CASP16P+ZNF213	CASP16P+ZNF213
PB.150749:ENSG00000262668	ENSG00000262668
PB.150749:OR1F2P	OR1F2P
PB.150749:LINC00921	LINC00921
PB.150749:ENSG00000279330	ENSG00000279330
PB.150751:ZSCAN32	ZSCAN32
PB.150751:MTND1P8	MTND1P8
PB.150751:ZNF597	ZNF597
PB.150763:ENSG00000278942	ENSG00000278942
PB.150764:NLRC3	NLRC3
PB.150764:SLX4	SLX4
PB.150771:ENSG00000285329	ENSG00000285329
PB.150771:NAA60	NAA60
PB.150771:ENSG00000262516	ENSG00000262516
PB.150771:ENSG00000263212	ENSG00000263212
PB.150771:CLUAP1+NAA60	CLUAP1+NAA60
PB.150771:ENSG00000240311	ENSG00000240311
PB.150771:CLUAP1	CLUAP1
PB.150771:CLUAP1+ENSG00000263212	CLUAP1+ENSG00000263212
PB.150771:ENSG00000262312	ENSG00000262312
PB.150771:DNASE1	DNASE1
PB.150771:ENSG00000276754	ENSG00000276754
PB.150802:MGRN1	MGRN1
PB.150802:NUDT16L1	NUDT16L1
PB.150802:DNAJA3	DNAJA3
PB.150802:ENSG00000277170	ENSG00000277170
PB.150802:ENSG00000277440	ENSG00000277440
PB.150802:HMOX2	HMOX2
PB.150802:Metazoa+SRP	Metazoa+SRP
PB.150806:CREBBP	CREBBP
PB.150806:TRAP1	TRAP1
PB.150806:LINC02861	LINC02861
PB.150806:ADCY9	ADCY9
PB.150806:ENSG00000263105	ENSG00000263105
PB.150806:LINC01569	LINC01569
PB.150806:TFAP4	TFAP4
PB.150806:ENSG00000288935	ENSG00000288935
PB.150806:GLIS2-AS1	GLIS2-AS1
PB.150806:CORO7-PAM16	CORO7-PAM16
PB.150806:PAM16	PAM16
PB.150806:ENSG00000262712	ENSG00000262712
PB.150806:ENSG00000280063+PAM16	ENSG00000280063+PAM16
PB.150806:CORO7+PAM16	CORO7+PAM16
PB.150806:ENSG00000280063	ENSG00000280063
PB.150806:CORO7+ENSG00000280063	CORO7+ENSG00000280063
PB.150806:CORO7	CORO7
PB.150806:ENSG00000263235	ENSG00000263235
PB.150806:NMRAL1	NMRAL1
PB.150806:CDIP1	CDIP1
PB.150806:ENSG00000278434	ENSG00000278434
PB.150806:SUB1P3	SUB1P3
PB.150806:UBALD1	UBALD1
PB.150806:RN7SL850P	RN7SL850P
PB.150806:ANKS3	ANKS3
PB.150806:ENSG00000266994	ENSG00000266994
PB.150810:DNAAF8	DNAAF8
PB.150815:UBN1	UBN1
PB.150824:ROGDI	ROGDI
PB.150824:ZNF500	ZNF500
PB.150824:GLYR1	GLYR1
PB.150824:ENSG00000275056	ENSG00000275056
PB.150829:NAGPA	NAGPA
PB.150837:ALG1	ALG1
PB.150839:EEF2KMT	EEF2KMT
PB.150845:ENSG00000267070	ENSG00000267070
PB.150845:ENSG00000285567	ENSG00000285567
PB.150864:METTL22	METTL22
PB.150864:ABAT+METTL22	ABAT+METTL22
PB.150864:ENSG00000279357	ENSG00000279357
PB.150864:ABAT	ABAT
PB.150864:RN7SL743P	RN7SL743P
PB.150864:PMM2	PMM2
PB.150866:CARHSP1	CARHSP1
PB.150866:TMEM186	TMEM186
PB.15087:ENSG00000237520	ENSG00000237520
PB.150874:USP7	USP7
PB.150878:USP7-AS1	USP7-AS1
PB.150881:C16orf72	C16orf72
PB.150881:ENSG00000263244	ENSG00000263244
PB.150926:ENSG00000279662	ENSG00000279662
PB.150933:ATF7IP2	ATF7IP2
PB.150933:ENSG00000289023	ENSG00000289023
PB.150935:TEKT5	TEKT5
PB.150943:MTATP6P24	MTATP6P24
PB.150949:ENSG00000289073	ENSG00000289073
PB.15095:ENSG00000238005+ENSG00000258082	ENSG00000238005+ENSG00000258082
PB.15095:ENSG00000238005	ENSG00000238005
PB.15095:ENSG00000258082	ENSG00000258082
PB.150955:TVP23A	TVP23A
PB.150956:NUBP1	NUBP1
PB.150961:DEXI	DEXI
PB.150961:ENSG00000262488	ENSG00000262488
PB.150961:ENSG00000262151	ENSG00000262151
PB.150988:SOCS1	SOCS1
PB.150991:CIITA+ENSG00000280153	CIITA+ENSG00000280153
PB.150991:CLEC16A	CLEC16A
PB.150991:ENSG00000287429	ENSG00000287429
PB.150991:CIITA	CIITA
PB.150991:CIITA+CLEC16A	CIITA+CLEC16A
PB.150991:ENSG00000280153	ENSG00000280153
PB.150991:ENSG00000274038	ENSG00000274038
PB.150998:ENSG00000263080	ENSG00000263080
PB.151004:RMI2	RMI2
PB.151005:ENSG00000188897	ENSG00000188897
PB.151009:ENSG00000188897	ENSG00000188897
PB.151035:ENSG00000188897	ENSG00000188897
PB.151054:ENSG00000188897	ENSG00000188897
PB.151054:TXNDC11	TXNDC11
PB.151054:ZC3H7A	ZC3H7A
PB.151054:Metazoa+SRP	Metazoa+SRP
PB.151054:LITAF	LITAF
PB.151054:BCAR4	BCAR4
PB.151054:RSL1D1	RSL1D1
PB.151054:GSPT1	GSPT1
PB.151054:ENSG00000261560	ENSG00000261560
PB.151054:ENSG00000261560+GSPT1	ENSG00000261560+GSPT1
PB.151054:COX6CP1	COX6CP1
PB.151054:NPIPB2	NPIPB2
PB.151084:SNX29	SNX29
PB.151084:SNN	SNN
PB.151084:ENSG00000260723+ENSG00000278979	ENSG00000260723+ENSG00000278979
PB.151084:ENSG00000278979	ENSG00000278979
PB.151084:ENSG00000262420	ENSG00000262420
PB.151084:ENSG00000277369	ENSG00000277369
PB.151084:RSL1D1-DT	RSL1D1-DT
PB.151084:TNFRSF17	TNFRSF17
PB.151084:SNX29+TNFRSF17	SNX29+TNFRSF17
PB.1511:ZNF683	ZNF683
PB.151124:ENSG00000261158	ENSG00000261158
PB.151126:CPPED1	CPPED1
PB.15114:ENSG00000273416	ENSG00000273416
PB.151143:ERCC4	ERCC4
PB.151149:LINC02185	LINC02185
PB.15116:ARID4B	ARID4B
PB.15116:TOMM20	TOMM20
PB.15116:ENSG00000285177	ENSG00000285177
PB.15116:B3GALNT2	B3GALNT2
PB.15116:RBM34	RBM34
PB.15117:TBCE	TBCE
PB.15117:ENSG00000289114	ENSG00000289114
PB.15117:GGPS1	GGPS1
PB.15117:GGPS1+TBCE	GGPS1+TBCE
PB.15117:ENSG00000227962	ENSG00000227962
PB.15118:GNG4	GNG4
PB.151191:MRTFB	MRTFB
PB.151191:ENSG00000276564	ENSG00000276564
PB.151191:TVP23CP2	TVP23CP2
PB.151191:ENSG00000276564+MRTFB	ENSG00000276564+MRTFB
PB.151200:MIR193BHG	MIR193BHG
PB.151215:ENSG00000263257	ENSG00000263257
PB.151233:PARN	PARN
PB.151233:RN7SL274P	RN7SL274P
PB.151249:ENSG00000261819	ENSG00000261819
PB.151249:ENSG00000275910	ENSG00000275910
PB.151249:NTAN1	NTAN1
PB.151249:RRN3	RRN3
PB.151249:NPIPP1	NPIPP1
PB.151249:NPIPP1+PKD1P6	NPIPP1+PKD1P6
PB.151249:PKD1P6-NPIPP1	PKD1P6-NPIPP1
PB.151249:PKD1P6	PKD1P6
PB.151252:NPIPA1	NPIPA1
PB.151252:NPIPA1+PKD1P3	NPIPA1+PKD1P3
PB.151252:PDXDC1	PDXDC1
PB.151252:ENSG00000260735	ENSG00000260735
PB.151252:BFAR	BFAR
PB.151252:NPIPA1+NPIPA2	NPIPA1+NPIPA2
PB.151252:NPIPA2	NPIPA2
PB.151252:NOMO1	NOMO1
PB.151252:ENSG00000257264	ENSG00000257264
PB.151252:PKD1P3	PKD1P3
PB.151257:NPIPA5	NPIPA5
PB.151273:MARF1	MARF1
PB.151273:MYH11	MYH11
PB.151274:MYH11	MYH11
PB.151277:ENSG00000261130	ENSG00000261130
PB.151277:BMERB1	BMERB1
PB.151277:NDE1	NDE1
PB.151277:ENSG00000263335	ENSG00000263335
PB.151277:ENSG00000280206+NDE1	ENSG00000280206+NDE1
PB.151277:ENSG00000262380	ENSG00000262380
PB.151277:ENSG00000263335+NDE1	ENSG00000263335+NDE1
PB.151277:ENSG00000280206	ENSG00000280206
PB.151278:CEP20	CEP20
PB.151280:ABCC1	ABCC1
PB.151299:NOMO3	NOMO3
PB.151307:ENSG00000183889	ENSG00000183889
PB.151307:NPIPA7	NPIPA7
PB.151307:ENSG00000183889+NPIPA7	ENSG00000183889+NPIPA7
PB.151308:ABCC6	ABCC6
PB.151355:ENSG00000260405	ENSG00000260405
PB.151356:ENSG00000261448	ENSG00000261448
PB.151372:XYLT1	XYLT1
PB.151372:ENSG00000275927	ENSG00000275927
PB.151372:ENSG00000279410	ENSG00000279410
PB.151372:ENSG00000279620	ENSG00000279620
PB.151372:ENSG00000279415	ENSG00000279415
PB.151386:NPIPA8	NPIPA8
PB.151386:NPIPA9	NPIPA9
PB.151386:NPIPA8+NPIPA9	NPIPA8+NPIPA9
PB.151386:PKD1P4	PKD1P4
PB.151395:ENSG00000257527+NOMO2	ENSG00000257527+NOMO2
PB.151395:NOMO2	NOMO2
PB.151397:ENSG00000262974	ENSG00000262974
PB.151416:SMG1	SMG1
PB.151416:ENSG00000260342	ENSG00000260342
PB.151416:ARL6IP1	ARL6IP1
PB.151417:COQ7-DT	COQ7-DT
PB.15142:LDHAP2	LDHAP2
PB.151421:SMG1-DT	SMG1-DT
PB.151421:COQ7	COQ7
PB.151426:ENSG00000260430	ENSG00000260430
PB.151429:ENSG00000278389	ENSG00000278389
PB.151432:ITPRIPL2	ITPRIPL2
PB.151445:SYT17	SYT17
PB.151448:TMC5	TMC5
PB.151463:GDE1	GDE1
PB.151466:CCP110	CCP110
PB.151466:VPS35L	VPS35L
PB.151467:KNOP1	KNOP1
PB.151467:ENSG00000276571	ENSG00000276571
PB.151482:IQCK	IQCK
PB.151492:ACSM5	ACSM5
PB.151502:ACSM1	ACSM1
PB.151505:ENSG00000283399	ENSG00000283399
PB.151505:ACSM3	ACSM3
PB.151516:THUMPD1	THUMPD1
PB.151516:ENSG00000260510+THUMPD1	ENSG00000260510+THUMPD1
PB.151516:ENSG00000260510	ENSG00000260510
PB.151521:ERI2	ERI2
PB.151536:ACSM3	ACSM3
PB.151536:LYRM1	LYRM1
PB.151536:REXO5	REXO5
PB.151541:ERI2	ERI2
PB.151541:DCUN1D3	DCUN1D3
PB.151561:ENSG00000289640	ENSG00000289640
PB.151561:ENSG00000263331	ENSG00000263331
PB.151564:LDAF1	LDAF1
PB.151570:CRYM	CRYM
PB.151573:NPIPB3	NPIPB3
PB.151573:SMG1P3	SMG1P3
PB.151573:NPIPB3+SMG1P3	NPIPB3+SMG1P3
PB.151573:SLC7A5P2+SMG1P3	SLC7A5P2+SMG1P3
PB.151573:SLC7A5P2	SLC7A5P2
PB.151573:IGSF6	IGSF6
PB.151573:ENSG00000260306	ENSG00000260306
PB.151573:RRN3P1	RRN3P1
PB.151573:NPIPB4	NPIPB4
PB.151573:SMG1P4	SMG1P4
PB.151573:ENSG00000274460	ENSG00000274460
PB.151573:ENSG00000275445	ENSG00000275445
PB.151575:ENSG00000287739	ENSG00000287739
PB.151578:SNX29P1	SNX29P1
PB.151578:METTL9	METTL9
PB.151578:ENSG00000261596	ENSG00000261596
PB.151578:OTOA	OTOA
PB.151578:CRYM-AS1	CRYM-AS1
PB.151578:UQCRC2	UQCRC2
PB.151578:MOSMO	MOSMO
PB.151578:VWA3A	VWA3A
PB.151578:SDR42E2	SDR42E2
PB.151578:EEF2K+SDR42E2	EEF2K+SDR42E2
PB.151578:EEF2K	EEF2K
PB.151579:NPIPB5	NPIPB5
PB.151579:POLR3E	POLR3E
PB.151579:CDR2-DT	CDR2-DT
PB.151579:SMG1P1	SMG1P1
PB.151579:NPIPB5+SMG1P1	NPIPB5+SMG1P1
PB.151586:OTOAP1	OTOAP1
PB.151588:ENSG00000286808	ENSG00000286808
PB.151588:CDR2	CDR2
PB.151588:CDR2+RRN3P3	CDR2+RRN3P3
PB.151588:RRN3P3	RRN3P3
PB.15160:LYST	LYST
PB.15160:NID1	NID1
PB.151604:ENSG00000260566	ENSG00000260566
PB.151604:USP31	USP31
PB.151612:RN7SKP23	RN7SKP23
PB.151612:UBFD1	UBFD1
PB.151612:ENSG00000260751	ENSG00000260751
PB.151612:ENSG00000260136	ENSG00000260136
PB.151616:DCTN5	DCTN5
PB.151616:PLK1	PLK1
PB.151617:COG7	COG7
PB.151617:ENSG00000259782	ENSG00000259782
PB.151617:GGA2	GGA2
PB.151617:EARS2	EARS2
PB.151617:NDUFAB1	NDUFAB1
PB.151617:PALB2	PALB2
PB.151619:PRKCB	PRKCB
PB.151619:ENSG00000279276	ENSG00000279276
PB.151619:ENSG00000279202	ENSG00000279202
PB.151619:ENSG00000279554	ENSG00000279554
PB.151619:ENSG00000279276+PRKCB	ENSG00000279276+PRKCB
PB.151636:RBBP6	RBBP6
PB.151636:ENSG00000289171	ENSG00000289171
PB.15166:GPR137B	GPR137B
PB.151671:ARHGAP17	ARHGAP17
PB.151671:LCMT1-AS1	LCMT1-AS1
PB.151671:ENSG00000275494	ENSG00000275494
PB.15168:ERO1B	ERO1B
PB.151690:TNRC6A	TNRC6A
PB.151690:LINC02175	LINC02175
PB.151690:SCML2P2	SCML2P2
PB.151690:ENSG00000262700	ENSG00000262700
PB.151690:LCMT1	LCMT1
PB.151690:ENSG00000262587	ENSG00000262587
PB.151692:AQP8	AQP8
PB.151695:ZKSCAN2	ZKSCAN2
PB.1517:ENSG00000223583	ENSG00000223583
PB.1517:DHDDS-AS1	DHDDS-AS1
PB.1517:ENSG00000289452	ENSG00000289452
PB.1517:ENSG00000260063	ENSG00000260063
PB.151704:ZKSCAN2-DT	ZKSCAN2-DT
PB.151717:LINC02195	LINC02195
PB.151732:ENSG00000259940	ENSG00000259940
PB.151734:KDM8	KDM8
PB.151738:NSMCE1	NSMCE1
PB.151744:ENSG00000274092	ENSG00000274092
PB.151761:IL21R-AS1	IL21R-AS1
PB.151762:IL4R	IL4R
PB.151762:NSMCE1-DT	NSMCE1-DT
PB.151762:IL21R	IL21R
PB.15178:LGALS8-AS1	LGALS8-AS1
PB.151781:GTF3C1	GTF3C1
PB.15179:EDARADD	EDARADD
PB.15179:ENO1P1	ENO1P1
PB.15179:LGALS8	LGALS8
PB.15182:HEATR1	HEATR1
PB.15182:ENSG00000273058	ENSG00000273058
PB.15182:ENSG00000230325+ENSG00000273058+HEATR1	ENSG00000230325+ENSG00000273058+HEATR1
PB.15182:ENSG00000273058+HEATR1	ENSG00000273058+HEATR1
PB.15182:ENSG00000230325+HEATR1	ENSG00000230325+HEATR1
PB.15182:ENSG00000230325	ENSG00000230325
PB.151823:KATNIP	KATNIP
PB.151823:ENSG00000273553	ENSG00000273553
PB.151862:XPO6	XPO6
PB.151862:EIF3CL	EIF3CL
PB.151862:ENSG00000261832	ENSG00000261832
PB.151862:CLN3	CLN3
PB.151862:CLN3+ENSG00000261832	CLN3+ENSG00000261832
PB.151862:IL27	IL27
PB.151862:NUPR1	NUPR1
PB.151862:ENSG00000275441	ENSG00000275441
PB.151862:SULT1A2	SULT1A2
PB.151862:ENSG00000288656	ENSG00000288656
PB.151862:TPRKBP2	TPRKBP2
PB.151862:SULT1A1	SULT1A1
PB.151862:ENSG00000270424	ENSG00000270424
PB.151862:ENSG00000240634	ENSG00000240634
PB.151862:ENSG00000275807	ENSG00000275807
PB.151862:TUFM	TUFM
PB.151862:ATP2A1-AS1	ATP2A1-AS1
PB.151862:RABEP2	RABEP2
PB.151862:ENSG00000260853	ENSG00000260853
PB.151862:ENSG00000260367	ENSG00000260367
PB.151862:ENSG00000261552	ENSG00000261552
PB.151862:CLN3+NPIPB6	CLN3+NPIPB6
PB.151862:NPIPB6	NPIPB6
PB.151865:ENSG00000289080	ENSG00000289080
PB.151865:NPIPB12	NPIPB12
PB.151865:SMG1P6	SMG1P6
PB.151865:SMG1P2+SMG1P6	SMG1P2+SMG1P6
PB.151865:SMG1P2	SMG1P2
PB.151865:ENSG00000288632	ENSG00000288632
PB.151865:BOLA2-SMG1P6	BOLA2-SMG1P6
PB.151865:ENSG00000259807	ENSG00000259807
PB.151865:BOLA2	BOLA2
PB.151865:ENSG00000258150	ENSG00000258150
PB.151865:ENSG00000273582	ENSG00000273582
PB.151865:NPIPB12+SMG1P2	NPIPB12+SMG1P2
PB.151865:ENSG00000279583	ENSG00000279583
PB.151865:ENSG00000279583+SMG1P2	ENSG00000279583+SMG1P2
PB.151865:SLC7A5P1	SLC7A5P1
PB.151865:RN7SKP127	RN7SKP127
PB.151865:C16orf54	C16orf54
PB.151865:ENSG00000238045	ENSG00000238045
PB.151865:ENSG00000259952+ENSG00000275857	ENSG00000259952+ENSG00000275857
PB.151865:ENSG00000275857	ENSG00000275857
PB.151865:CDIPT	CDIPT
PB.151865:NPIPB11	NPIPB11
PB.151865:NPIPB11+NPIPB12	NPIPB11+NPIPB12
PB.151865:ENSG00000260908	ENSG00000260908
PB.151867:KCTD13	KCTD13
PB.151867:HIRIP3	HIRIP3
PB.151867:DOC2A	DOC2A
PB.151867:ENSG00000279789	ENSG00000279789
PB.151870:ENSG00000274904	ENSG00000274904
PB.151878:TBX6	TBX6
PB.151879:YPEL3	YPEL3
PB.151881:GDPD3	GDPD3
PB.151881:MAPK3	MAPK3
PB.151881:GDPD3+MAPK3	GDPD3+MAPK3
PB.151888:SLX1A	SLX1A
PB.151888:SLX1A-SULT1A3	SLX1A-SULT1A3
PB.151888:SGF29	SGF29
PB.151888:SULT1A3	SULT1A3
PB.151888:ENSG00000278887	ENSG00000278887
PB.151888:ENSG00000261444	ENSG00000261444
PB.151888:ENSG00000261203	ENSG00000261203
PB.151888:ENSG00000261203+ENSG00000261444	ENSG00000261203+ENSG00000261444
PB.151888:ENSG00000278725	ENSG00000278725
PB.151888:NPIPB8	NPIPB8
PB.151888:EIF3C	EIF3C
PB.151888:ENSG00000273724	ENSG00000273724
PB.151888:CD2BP2-DT	CD2BP2-DT
PB.151888:CD2BP2-DT+ENSG00000274653	CD2BP2-DT+ENSG00000274653
PB.151888:MYLPF	MYLPF
PB.151888:ZNF48	ZNF48
PB.151888:ZNF771	ZNF771
PB.151888:ITGAL	ITGAL
PB.151888:ENSG00000235560	ENSG00000235560
PB.151888:ENSG00000239791	ENSG00000239791
PB.151888:ENSG00000260167	ENSG00000260167
PB.151888:NPIPB9	NPIPB9
PB.151888:NFATC2IP	NFATC2IP
PB.151888:ENSG00000251417	ENSG00000251417
PB.151888:ATXN2L	ATXN2L
PB.151888:SH2B1	SH2B1
PB.151888:CD19	CD19
PB.151888:SPNS1	SPNS1
PB.151888:ENSG00000261067	ENSG00000261067
PB.151888:LAT	LAT
PB.151888:NPIPB10P	NPIPB10P
PB.151888:RRN3P2	RRN3P2
PB.151888:ENSG00000284671	ENSG00000284671
PB.151888:ENSG00000284649+ENSG00000284671	ENSG00000284649+ENSG00000284671
PB.151888:ENSG00000284685+RRN3P2	ENSG00000284685+RRN3P2
PB.151888:ENSG00000260413+RRN3P2	ENSG00000260413+RRN3P2
PB.151888:ENSG00000260517+RRN3P2	ENSG00000260517+RRN3P2
PB.151888:SBK1	SBK1
PB.151888:ENSG00000284649+ENSG00000284671+ENSG00000284685	ENSG00000284649+ENSG00000284671+ENSG00000284685
PB.151888:ENSG00000284649	ENSG00000284649
PB.151888:ENSG00000284649+ENSG00000284685	ENSG00000284649+ENSG00000284685
PB.151888:ENSG00000260517+ENSG00000284649	ENSG00000260517+ENSG00000284649
PB.151888:ENSG00000284685	ENSG00000284685
PB.151888:ENSG00000260413	ENSG00000260413
PB.151888:ENSG00000260517	ENSG00000260517
PB.151888:ENSG00000279106	ENSG00000279106
PB.151888:ENSG00000277999	ENSG00000277999
PB.151888:ENSG00000198106	ENSG00000198106
PB.151888:SNX29P2	SNX29P2
PB.151888:ENSG00000275654	ENSG00000275654
PB.151888:SLX1B	SLX1B
PB.151888:SLX1B-SULT1A4	SLX1B-SULT1A4
PB.151888:SLX1B+SLX1B-SULT1A4	SLX1B+SLX1B-SULT1A4
PB.151888:SULT1A4	SULT1A4
PB.151888:ENSG00000279228	ENSG00000279228
PB.151888:ENSG00000257691	ENSG00000257691
PB.151888:ENSG00000257506+ENSG00000257691	ENSG00000257506+ENSG00000257691
PB.151888:ENSG00000257506	ENSG00000257506
PB.151888:QPRT	QPRT
PB.151888:SPN	SPN
PB.151888:APOBR	APOBR
PB.151888:QPRT+SPN	QPRT+SPN
PB.151888:ENSG00000260719	ENSG00000260719
PB.151888:KIF22	KIF22
PB.151888:MAZ	MAZ
PB.151888:ENSG00000280607	ENSG00000280607
PB.151888:PAGR1	PAGR1
PB.151888:MVP	MVP
PB.151888:KCTD13-DT	KCTD13-DT
PB.151888:TMEM219	TMEM219
PB.151888:TAOK2	TAOK2
PB.151888:INO80E	INO80E
PB.151888:ENSG00000285043	ENSG00000285043
PB.151888:ALDOA	ALDOA
PB.151888:PPP4C	PPP4C
PB.151888:YPEL3-DT	YPEL3-DT
PB.151888:ENSG00000275371	ENSG00000275371
PB.151888:CORO1A	CORO1A
PB.151888:SLX1A+SULT1A3	SLX1A+SULT1A3
PB.151893:ENSG00000288983	ENSG00000288983
PB.151894:PRR14	PRR14
PB.151895:FBRS	FBRS
PB.151900:SMG1P5	SMG1P5
PB.151900:ENSG00000258130	ENSG00000258130
PB.151900:CD2BP2	CD2BP2
PB.151900:TBC1D10B	TBC1D10B
PB.151900:SEPTIN1	SEPTIN1
PB.151900:ENSG00000280137	ENSG00000280137
PB.151900:DCTPP1	DCTPP1
PB.151900:SEPHS2	SEPHS2
PB.151900:CORO1A-AS1	CORO1A-AS1
PB.151900:NPIPB13	NPIPB13
PB.151900:ZNF768	ZNF768
PB.151900:ZNF747	ZNF747
PB.151900:ZNF747+ZNF764	ZNF747+ZNF764
PB.151900:ZNF764	ZNF764
PB.151900:ZNF688	ZNF688
PB.151900:ZNF688+ZNF785	ZNF688+ZNF785
PB.151900:ZNF785	ZNF785
PB.151900:ZNF689	ZNF689
PB.151900:ENSG00000261840	ENSG00000261840
PB.151900:BOLA2B	BOLA2B
PB.151906:SRCAP	SRCAP
PB.151906:ENSG00000260899+SRCAP	ENSG00000260899+SRCAP
PB.151906:SRCAP+TMEM265	SRCAP+TMEM265
PB.151906:TMEM265	TMEM265
PB.151906:PHKG2	PHKG2
PB.151906:ENSG00000260899	ENSG00000260899
PB.151906:ENSG00000282034	ENSG00000282034
PB.151907:PHKG2	PHKG2
PB.151909:CCDC189	CCDC189
PB.151911:ENSG00000280211	ENSG00000280211
PB.151912:ZNF629	ZNF629
PB.151915:RNF40	RNF40
PB.151915:ENSG00000274678+RNF40	ENSG00000274678+RNF40
PB.151915:ENSG00000274678	ENSG00000274678
PB.151929:MIR762HG	MIR762HG
PB.151930:CTF1	CTF1
PB.151932:FBXL19	FBXL19
PB.151932:ORAI3	ORAI3
PB.151932:SETD1A	SETD1A
PB.151932:ENSG00000261487+FBXL19	ENSG00000261487+FBXL19
PB.151932:ENSG00000261487	ENSG00000261487
PB.151933:HSD3B7	HSD3B7
PB.151938:BCL7C	BCL7C
PB.151938:FBXL19-AS1	FBXL19-AS1
PB.151938:ENSG00000275263	ENSG00000275263
PB.151938:STX1B	STX1B
PB.151938:ZNF668	ZNF668
PB.151938:PRSS53	PRSS53
PB.151938:ENSG00000255439	ENSG00000255439
PB.151938:VKORC1	VKORC1
PB.151938:PRSS36	PRSS36
PB.151938:PYCARD	PYCARD
PB.151967:COX6A2	COX6A2
PB.151973:ENSG00000260267	ENSG00000260267
PB.151973:ENSG00000260267+ENSG00000261474	ENSG00000260267+ENSG00000261474
PB.151973:ENSG00000261474	ENSG00000261474
PB.151979:ENSG00000260740	ENSG00000260740
PB.15198:MTR	MTR
PB.151980:STX4	STX4
PB.151980:FUS	FUS
PB.151980:ENSG00000260060	ENSG00000260060
PB.151980:PYCARD-AS1	PYCARD-AS1
